,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
1761,14.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"This opens with aromas suggesting espresso, oak and coconut while the palate shows black raspberry, dried cherry, toast, clove and licorice. Give the tightly wound tannins a few years to unwind then enjoy.",,de Grazia Imports LLC,Revello Fratelli 2012  Barolo,$29, Piedmont,88,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Revello Fratelli
1762,13.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"This opens with aromas of toast, sage, hazelnut and a hint of eucalyptus. The palate offers sour cherry, strawberry jelly, anise and orange peel alongside assertive tannins that leave a dusty finish.",,Votto Vines Importing,San Biagio 2012  Barolo,$60, Piedmont,88,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,San Biagio
1763,15%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"Toasted hazelnut, espresso and eucalyptus aromas lead the nose. The bracing palate is tight and rather closed, but eventually reveals licorice, tart cherry and orange peel alongside grainy tannins. An anisette note closes the warm finish.",Conca,de Grazia Imports LLC,Revello Fratelli 2012 Conca  (Barolo),$70, Piedmont,88,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Revello Fratelli
1764,14%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"Ripe berry, blue flower, fresh rose and aromatic herb aromas come together in the glass along with a whiff of pipe tobacco. The palate offers juicy dark berry, chopped mint and star anise alongside assertive tannins and modest acidity. Give the tannins a few years to unwind then drink.",,Polaner Selections,Francesco Rinaldi 2012  Barolo,$52, Piedmont,88,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Francesco Rinaldi
1765,14%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"This opens with aromas suggesting toast, menthol, steeped cherry and a whiff of iris. The palate is rather shy, showing oak, licorice and clove but not much fruit richness. Bracing tannins clench the finish. Give the tannins a few years to unwind then drink up.",Essenze,Opera Wine Imports,Vite Colte 2012 Essenze  (Barolo),$70, Piedmont,88,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Vite Colte
1766,13.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"This offers aromas that suggest wild berry, toast and menthol while the palate shows raw red cherry, chocolate, grilled sage and espresso. Assertive tannins grip the finish.",,Chambers Street Wines,Barale Fratelli 2012  Barolo,$49, Piedmont,88,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Barale Fratelli
1767,14.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"Toast, espresso, oak and grilled sage aromas lead the way while the firm palate delivers ripe raspberry, fleshy cherry, powdered sage and star anise. Astringent tannins provide support but also dry out the finish.",Case Nere,Elixir Wine Group,Enzo Boglietti 2012 Case Nere  (Barolo),$75, Piedmont,88,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Enzo Boglietti
1768,15%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"Aromas of cured meat, camphor, cherry marinated in spirits, toast and a whiff of smoke lead the nose. The smoky note carries over to the brawny, monolithic palate along with ripe raspberry, dried herb and a hint of saline. Tightly wound tannins leave a bracing finish.",Galina,Di Bacco Imports,Crissante Alessandria 2010 Galina  (Barolo),$65, Piedmont,88,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2010,Crissante Alessandria
1769,14.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"This opens with aromas of toast, coffee, chopped herb and a whiff of cellar floor. The straightforward palate offers dried cherry, licorice and a hint of orange zest alongside firm tannins.",,MW Imports,Pertinace 2012  Barolo,$60, Piedmont,88,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Pertinace
1770,14.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"Aromas that recall cellar floor, toast and espresso lead the nose. The full-bodied palate shows oak, roasted coffee bean and ripe black cherry framed in assertive tannins. Drink after 2019.",,Delectatio Wines,Negretti 2012  Barolo,$40, Piedmont,88,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Negretti
1771,14.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"This opens with aromas of toast, oak, grilled herb and a hint of iris. The palate offers coffee, marinated cherry, licorice and a saline note alongside close-grained tannins that leave an astringent finish.",San Giacomo,Golden State Wine Co,Stroppiana 2012 San Giacomo  (Barolo),$70, Piedmont,88,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Stroppiana
1772,14%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"Subdued aromas recall red berry, grilled herb and a hint of toast. The firm palate is on the lean side, offering tart cherry, star anise and sage alongside assertive tannins.",Brunate,Empson USA Ltd,Marcarini 2012 Brunate  (Barolo),$60, Piedmont,88,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Marcarini
1773,14%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"Aromas of red berry, herb, toast and a hint of nut lead the nose. The lively palate offers sour cherry, orange zest, white pepper and licorice framed in bracing, tightly wound tannins.",Brunate,Total Beverage Solution,Beni di Batasiolo 2012 Brunate  (Barolo),$79, Piedmont,88,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Beni di Batasiolo
1774,14%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"Aromas of toast, ripe berry, clove and mocha lead the nose. The palate shows tart cherry, raw strawberry, anise and a hint of espresso alongside tightly wound, fine-grained tannins that grip the finish.",Monrobiolo di Bussia,Tavolo Vigneto,Bric Cenciurio 2012 Monrobiolo di Bussia  (Barolo),$72, Piedmont,88,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Bric Cenciurio
1775,14.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"Showing the heat of the vintage, this opens with aromas of stewed fruit, toast, truffle, underbrush and a hint of cooking spice. The palate offers cherries marinated in spirits, espresso and a green note of sage alongside assertive tannins that leave an astringent finish.",Preda,Superior Wines,Cascina Adelaide 2012 Preda  (Barolo),$70, Piedmont,88,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Cascina Adelaide
1776,15%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"Oak, toast and dark-skinned berry aromas lead the nose. The brawny, one-dimensional palate offers dark berry, espresso, mint, anise, mocha and orange peel alongside bracing tannins. You'll also detect the warmth of alcohol on the finish.",Bricco Luciani,"Metropolis Wine Merchants, Inc",Cascina del Monastero 2012 Bricco Luciani  (Barolo),$75, Piedmont,88,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Cascina del Monastero
1777,14%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"Leather, menthol and underbrush aromas come together on this. The straightforward palate is already evolved, showing dried Morello cherry, licorice and a hint of clove before a rather abrupt, astringent finish.",Bussia,Montcalm Wine Importers,Giacosa Fratelli 2012 Bussia  (Barolo),$55, Piedmont,88,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Giacosa Fratelli
1778,14%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"Aromas of herb, pressed rose, ripe berry and a funky whiff of farm animal come together on this. The firm palate offers tart red cherry, chopped herb and a balsamic note alongside bracing tannins and bright acidity. An earthy, bitter note of game marks the finish.",,Lexington Selections,Cantina Tomaso Gianolio 2010  Barolo,$49, Piedmont,87,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2010,Cantina Tomaso Gianolio
1779,14%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"Aromas of weedy underbrush, toast, menthol and cherry marinated in spirits emerge in the glass. The palate shows raw sour cherry and a hint of licorice alongside raspy tannins that dry out the finish.",Sarmassa,"Frederick Wildman & Sons, Ltd",Marchesi di Barolo 2012 Sarmassa  (Barolo),$93, Piedmont,87,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Marchesi di Barolo
1780,14.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"This opens with aromas of cherry marinated in spirits, coffee and a balsamic note that carry over to the tightly wound palate along with licorice and sage. Bracing tannins give it an astringent finish.",Torriglione,Kysela Père et Fils,Mario Gagliasso 2012 Torriglione  (Barolo),$55, Piedmont,87,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Mario Gagliasso
1781,14%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"This is still rather closed, but eventually reveals aromas suggesting red berry, clove and a balsamic note that carry over to the bracing palate along with raspberry extract. It's tightly tannic, with an Amaretto-like finish.",,Atlas Imports,Dosio 2012  Barolo,$50, Piedmont,87,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Dosio
1782,14%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"Balsamic herb, toast, oak, exotic spice and berry aromas emerge in the glass. The palate is still rather closed and austere showing oak, licorice and tart cherry alongside bracing tannins that leave an astringent finish. Give the tannins a few years to soften than drink before to capture the remaining fruit.",,Soilair Selection,Oddero 2012  Barolo,$40, Piedmont,87,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Oddero
1783,14%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"This opens with funky aromas suggesting barnyard, dry underbrush and a balsamic note. On the palate, a hint of licorice backs up unripe cherry while bracing tannins provide firm support.",La Serra,Empson USA Ltd,Marcarini 2012 La Serra  (Barolo),$60, Piedmont,87,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Marcarini
1784,14%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"Aromas of cellar floor, menthol and a balsamic note lead the way. On the palate, notes of vanilla, espresso and star anise accent raw cherry while astringent tannins clench the finish.",del Comune di Barolo,"Frederick Wildman & Sons, Ltd",Marchesi di Barolo 2012 del Comune di Barolo  (Barolo),$83, Piedmont,87,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Marchesi di Barolo
1785,14%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"Menthol, ripe berry, vanilla and mocha aromas emerge in the glass. The palate offers dried black cherry, coffee and toast but not much fruit richness alongside bracing tannins that leave an astringent finish.",Cannubi Muscatel,Soilair Selection,Cascina Bruciata 2012 Cannubi Muscatel  (Barolo),$78, Piedmont,87,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Cascina Bruciata
1786,14.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"This opens with aromas of stewed plum, cherry marinated in spirits, cellar floor and a hint of soy sauce. The aromas carry over to the dense palate along with licorice and a hint of orange peel.",Roggeri,Astor Wines,Ciabot Berton 2011 Roggeri  (Barolo),$62, Piedmont,87,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Ciabot Berton
1787,14%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"Aromas of cellar floor, roasted herb, anise and toast come together on this. The straightforward palate offers cherry marinated in spirits and licorice while a note of powdered sage gives it a bitter finish.",,Uva Imports,Demarie 2012  Barolo,$65, Piedmont,87,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Demarie
1788,14.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"Oak, espresso and toast aromas take center stage and follow through to the tightly wound palate along with a hint of butterscotch, coconut and the barest hint of dried cherry. It possesses structure but lacks the fruit richness to stand up to the assertive tannins and evident oak.",Ascheri,Vine Street Imports,Ellena 2012 Ascheri  (Barolo),$60, Piedmont,87,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Ellena
1789,13.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"Espresso, licorice and caramel aromas come together and carry over to the palate along with dried berry. Assertive, tightly wound tannins leave a bracing finish.",Capalot,Votto Vines Importing,San Biagio 2012 Capalot  (Barolo),$80, Piedmont,87,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,San Biagio
1790,14%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"Aromas of woodland berry, toast, menthol and roasted herb lead the way while the firm palate offers raw cherry, coffee bean and star anise. Compact, close-grained tannins give the finish grip.",Paesi Tuoi,Opera Wine Imports,Vite Colte 2012 Paesi Tuoi  (Barolo),$60, Piedmont,87,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Vite Colte
1791,14.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"Oak, toast and coconut aromas dominate the nose carry and over to the bracing palate along with espresso and anise. It lacks fruit richness while raspy tannins leave the mouth feeling rough and dry.",Brunate,Soilair Selection,Oddero 2012 Brunate  (Barolo),$115, Piedmont,86,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Oddero
1792,14%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"Aromas of weedy underbrush, toast, menthol and cherry marinated in spirits emerge in the glass. The palate shows raw sour cherry and a hint of licorice alongside raspy tannins that dry out the finish.",Cannubi,"Frederick Wildman & Sons, Ltd",Marchesi di Barolo 2012 Cannubi  (Barolo),$100, Piedmont,86,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Marchesi di Barolo
1793,14.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"Oak and oak driven spice dominate the nose and carry over to the palate along with butterscotch, coffee and buttered herb. Tightly tannic, it lacks fruit richness and has an astringent finish.",Rocche dell'Annunziata,Kysela Père et Fils,Mario Gagliasso 2012 Rocche dell'Annunziata  (Barolo),$55, Piedmont,86,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Mario Gagliasso
1794,13.7%,"Washington, Washington Other, Washington, US",750 ml,Red, US,9/1/2016,Aromas of saddle leather and sour cherry are followed by lightly styled tart cherry flavors and gritty tannins.,Smitten Winemaker,,Almquist 2010 Smitten Winemaker Nebbiolo (Washington),$30, Washington,86, Washington Other,Sean P. Sullivan,@wawinereport,Washington,Not rated yet [Add Your Review],Nebbiolo,2010,Almquist
1795,14%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"This opens with aromas of toast, licorice and espresso that follow through to the palate along with a green note of powdered sage. It lacks fruit richness while clenched, abrasive tannins grip the finish.",Coste di Rose,"Frederick Wildman & Sons, Ltd",Marchesi di Barolo 2012 Coste di Rose  (Barolo),$77, Piedmont,86,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Marchesi di Barolo
1796,14.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"Oak, vanilla, toast and espresso aromas lead the way and carry over to the palate along with roasted coffee bean, mocha, licorice and a hint of dried cherry. It lacks fruit richness while astringent tannins leave a raspy finish.",,Fantasy Finewine,Marco Bonfante 2012  Barolo,$30, Piedmont,86,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Marco Bonfante
1797,14.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,9/1/2016,"This opens with aromas suggesting hazelnut, toast and a whiff of oak. The palate offers charcuterie, cooking spice and grilled herb but there's not much fruit here.",Roggeri,Di Bacco Imports,Crissante Alessandria 2010 Roggeri  (Barolo),$60, Piedmont,86,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2010,Crissante Alessandria
